CompanyID,Founded_Year_x,Revenue_(in_000s_USD)_x,Est_Marketing_Department_Budget_(in_000s_USD)_x,Est_Finance_Department_Budget_(in_000s_USD)_x,Est_IT_Department_Budget_(in_000s_USD)_x,Est_HR_Department_Budget_(in_000s_USD)_x,Employees_x,Past_1_Year_Employee_Growth_Rate_x,Past_2_Year_Employee_Growth_Rate_x,Alexa_Rank_x,Total_Funding_Amount_(in_000s_USD)_x,Number_of_Locations_x,Total Budget_x,Profit_x,Marketing_Budget_Ratio_x,Finance_Budget_Ratio_x,IT_Budget_Ratio_x,HR_Budget_Ratio_x,Business_Model_x,Ownership_Type_x,Current_Customer_x,Industry_Hierarchical_Category_x,Company_State_x,Company_Country_x,Primary_Industry_x,Company_Age_x,Revenue_Range_(in_USD)_x,Employee_Range_x,Predicted_Revenue_x,Founded_Year_y,Revenue_(in_000s_USD)_y,Est_Marketing_Department_Budget_(in_000s_USD)_y,Est_Finance_Department_Budget_(in_000s_USD)_y,Est_IT_Department_Budget_(in_000s_USD)_y,Est_HR_Department_Budget_(in_000s_USD)_y,Employees_y,Past_1_Year_Employee_Growth_Rate_y,Past_2_Year_Employee_Growth_Rate_y,Alexa_Rank_y,Total_Funding_Amount_(in_000s_USD)_y,Number_of_Locations_y,Total Budget_y,Profit_y,Marketing_Budget_Ratio_y,Finance_Budget_Ratio_y,IT_Budget_Ratio_y,HR_Budget_Ratio_y,Business_Model_y,Ownership_Type_y,Current_Customer_y,Industry_Hierarchical_Category_y,Company_State_y,Company_Country_y,Primary_Industry_y,Company_Age_y,Revenue_Range_(in_USD)_y,Employee_Range_y,Predicted_Revenue_y,Predicted_Revenue_CBR
3834943,1999.0,17.1477151038538,3668000.0,280000.0,952000.0,198153,139000,0.0,0.0,0.0,0,147.0,5098153.0,22901847.0,0.7194762495358613,0.0549218511096077,0.1867342937726663,0.0388676055818646,0.0,1.0,0,21,17,1,22,24.0,1,1,18.97949570171275,1999.0,17.1477151038538,3668000.0,280000.0,952000.0,198153,139000,0.0,0.0,0.0,0,147.0,5098153.0,22901847.0,0.7194762495358613,0.0549218511096077,0.1867342937726663,0.0388676055818646,0.0,1.0,0,21,17,1,22,24.0,1,1,18.97949570171275,18.21382576415833
13830837,1996.0,16.523560825733217,1965000.0,150000.0,510000.0,213834,150000,-3.2,-3.7,2010578.0,0,28.0,2838834.0,12161166.0,0.6921855945081677,0.0528385950006234,0.1796512230021199,0.0753245874890888,0.0,1.0,0,21,44,1,22,27.0,1,1,18.94316451605583,1996.0,16.523560825733217,1965000.0,150000.0,510000.0,213834,150000,-3.2,-3.7,2010578.0,0,28.0,2838834.0,12161166.0,0.6921855945081677,0.0528385950006234,0.1796512230021199,0.0753245874890888,0.0,1.0,0,21,44,1,22,27.0,1,1,18.94316451605583,18.83440213919775
2508566,1890.0,18.63899074445837,9702986.0,932979.0,5100287.0,350368,155411,20.5,87.1,65805.0,0,12.0,16086620.0,108310643.0,0.6031712068787601,0.0579972051307235,0.3170514999421879,0.0217800880483283,0.0,0.0,0,6,27,4,7,133.0,1,1,18.94280901977713,1890.0,18.63899074445837,9702986.0,932979.0,5100287.0,350368,155411,20.5,87.1,65805.0,0,12.0,16086620.0,108310643.0,0.6031712068787601,0.0579972051307235,0.3170514999421879,0.0217800880483283,0.0,0.0,0,6,27,4,7,133.0,1,1,18.94280901977713,18.56856954861942
48187827,1905.0,17.476504834295643,4745800.0,389000.0,778000.0,206706,145000,21.8,41.9,3442.0,0,26.0,6119506.0,32780494.0,0.775520115512592,0.0635672225829993,0.1271344451659987,0.0337782167384099,0.0,1.0,0,23,9,1,1,118.0,1,1,18.941258686947627,1905.0,17.476504834295643,4745800.0,389000.0,778000.0,206706,145000,21.8,41.9,3442.0,0,26.0,6119506.0,32780494.0,0.775520115512592,0.0635672225829993,0.1271344451659987,0.0337782167384099,0.0,1.0,0,23,9,1,1,118.0,1,1,18.941258686947627,18.69750347108476
41320983,1901.0,18.727429886479733,16579800.0,1359000.0,2718000.0,320751,225000,0.0,0.0,738.0,0,21.0,20977551.0,114922449.0,0.7903591796773608,0.0647835393178164,0.1295670786356329,0.0152902023691898,0.0,1.0,0,23,12,1,1,122.0,1,1,18.935750863294203,1901.0,18.727429886479733,16579800.0,1359000.0,2718000.0,320751,225000,0.0,0.0,738.0,0,21.0,20977551.0,114922449.0,0.7903591796773608,0.0647835393178164,0.1295670786356329,0.0152902023691898,0.0,1.0,0,23,12,1,1,122.0,1,1,18.935750863294203,18.555053654433593
74203899,1987.0,17.72625276351835,6092192.0,499360.0,998720.0,766517,340000,0.6,-1.0,3066.0,0,13.0,8356789.0,41579211.0,0.7290111070173005,0.0597550087719098,0.1195100175438197,0.0917238666669698,0.0,0.0,0,23,16,1,1,36.0,1,1,18.92900432498019,1987.0,17.72625276351835,6092192.0,499360.0,998720.0,766517,340000,0.6,-1.0,3066.0,0,13.0,8356789.0,41579211.0,0.7290111070173005,0.0597550087719098,0.1195100175438197,0.0917238666669698,0.0,0.0,0,23,16,1,1,36.0,1,1,18.92900432498019,18.440769759846145
39469842,1918.0,17.713573027002802,3993852.0,739602.0,1824352.0,627255,240000,0.0,0.0,4394.0,0,14.0,7185061.0,42121761.0,0.5558549885658591,0.102936078065308,0.2539090482321584,0.0872998851366745,0.0,1.0,0,8,39,8,9,105.0,1,1,18.92399028728567,1918.0,17.713573027002802,3993852.0,739602.0,1824352.0,627255,240000,0.0,0.0,4394.0,0,14.0,7185061.0,42121761.0,0.5558549885658591,0.102936078065308,0.2539090482321584,0.0872998851366745,0.0,1.0,0,8,39,8,9,105.0,1,1,18.92399028728567,19.120186632297788
93323946,1962.0,14.706278742948252,352146.0,31681.0,609250.0,203855,143000,0.0,-3.9,3409.0,0,19.0,1196932.0,1240068.0,0.2942071897150381,0.0264685044764447,0.5090097014700918,0.1703146043384252,1.0,1.0,0,15,1,1,16,61.0,2,1,18.92258560938984,1962.0,14.706278742948252,352146.0,31681.0,609250.0,203855,143000,0.0,-3.9,3409.0,0,19.0,1196932.0,1240068.0,0.2942071897150381,0.0264685044764447,0.5090097014700918,0.1703146043384252,1.0,1.0,0,15,1,1,16,61.0,2,1,18.92258560938984,18.628776071841273
16220332,1908.0,18.89535468778109,13020668.0,2411234.0,5947712.0,353950,157000,0.0,0.0,8286.0,0,31.0,21733564.0,139015433.0,0.5991041322076766,0.1109451721770069,0.2736648255205635,0.0162858700947529,0.0,0.0,0,8,10,1,9,115.0,1,1,18.91876284324641,1908.0,18.89535468778109,13020668.0,2411234.0,5947712.0,353950,157000,0.0,0.0,8286.0,0,31.0,21733564.0,139015433.0,0.5991041322076766,0.1109451721770069,0.2736648255205635,0.0162858700947529,0.0,0.0,0,8,10,1,9,115.0,1,1,18.91876284324641,18.90371868637937
58804259,1981.0,16.70237623228189,2349747.0,179370.0,627795.0,707935,314015,0.0,0.0,41668.0,0,43.0,3864847.0,14072153.0,0.6079793068134391,0.0464106341078961,0.1624372193776364,0.1831728397010282,0.0,0.0,0,2,28,5,23,42.0,1,1,18.917025066319187,1981.0,16.70237623228189,2349747.0,179370.0,627795.0,707935,314015,0.0,0.0,41668.0,0,43.0,3864847.0,14072153.0,0.6079793068134391,0.0464106341078961,0.1624372193776364,0.1831728397010282,0.0,0.0,0,2,28,5,23,42.0,1,1,18.917025066319187,19.004270424213395
6275089,1812.0,18.15056351578125,5953662.0,572467.0,4121766.0,273259,191685,9.8,12.2,441.0,0,37.0,10921154.0,65407846.0,0.5451495327325299,0.0524181785184972,0.3774112149686746,0.0250210737802983,1.0,1.0,0,9,6,1,10,211.0,1,1,18.91481773995068,1812.0,18.15056351578125,5953662.0,572467.0,4121766.0,273259,191685,9.8,12.2,441.0,0,37.0,10921154.0,65407846.0,0.5451495327325299,0.0524181785184972,0.3774112149686746,0.0250210737802983,1.0,1.0,0,9,6,1,10,211.0,1,1,18.91481773995068,19.03151506217839
22315545,1917.0,16.854852983512558,1692211.0,313372.0,772985.0,403365,168700,-2.2,-5.1,182088.0,0,33.0,3181933.0,17709567.0,0.5318185518048306,0.0984847889631868,0.2429293765770681,0.1267672826549145,0.0,0.0,0,8,10,1,9,106.0,1,1,18.90942123120433,1917.0,16.854852983512558,1692211.0,313372.0,772985.0,403365,168700,-2.2,-5.1,182088.0,0,33.0,3181933.0,17709567.0,0.5318185518048306,0.0984847889631868,0.2429293765770681,0.1267672826549145,0.0,0.0,0,8,10,1,9,106.0,1,1,18.90942123120433,18.90371868637937
43897815,1903.0,18.87846629175369,12802617.0,2370855.0,5848109.0,390022,173000,7.6,14.4,2051.0,10667500,500.0,21411603.0,136645397.0,0.5979289360072667,0.1107275807420864,0.2731280324971465,0.0182154507535003,0.0,0.0,0,8,10,1,9,120.0,1,1,18.90718682079927,1903.0,18.87846629175369,12802617.0,2370855.0,5848109.0,390022,173000,7.6,14.4,2051.0,10667500,500.0,21411603.0,136645397.0,0.5979289360072667,0.1107275807420864,0.2731280324971465,0.0182154507535003,0.0,0.0,0,8,10,1,9,120.0,1,1,18.90718682079927,17.889058441599694
412002344,1923.0,18.25125568073968,10973950.0,844150.0,4473995.0,472836,171600,0.0,0.0,51909.0,17000000,206.0,16764931.0,67650069.0,0.654577701512759,0.0503521308855968,0.2668662936936632,0.0282038739079808,0.0,0.0,0,15,1,1,16,100.0,1,1,18.90718682079927,1923.0,18.25125568073968,10973950.0,844150.0,4473995.0,472836,171600,0.0,0.0,51909.0,17000000,206.0,16764931.0,67650069.0,0.654577701512759,0.0503521308855968,0.2668662936936632,0.0282038739079808,0.0,0.0,0,15,1,1,16,100.0,1,1,18.90718682079927,17.97600854435086
10256729,1963.0,19.6421122572134,41382888.0,3392040.0,6784080.0,482455,214000,0.0,0.0,454.0,0,31.0,52041463.0,287162537.0,0.7951907116831054,0.065179566531402,0.1303591330628041,0.0092705887226882,1.0,0.0,0,23,4,1,1,60.0,1,1,18.902934937546064,1963.0,19.6421122572134,41382888.0,3392040.0,6784080.0,482455,214000,0.0,0.0,454.0,0,31.0,52041463.0,287162537.0,0.7951907116831054,0.065179566531402,0.1303591330628041,0.0092705887226882,1.0,0.0,0,23,4,1,1,60.0,1,1,18.902934937546064,18.857174406888458
55727016,1910.0,18.245368611644015,6797479.0,1258792.0,3105021.0,830199,368247,28.7,-5.7,132156.0,0,33.0,11991491.0,71928012.0,0.566858533271634,0.1049737684830018,0.2589353567458792,0.0692323414994849,0.0,0.0,0,8,18,8,9,113.0,1,1,18.90070237851816,1910.0,18.245368611644015,6797479.0,1258792.0,3105021.0,830199,368247,28.7,-5.7,132156.0,0,33.0,11991491.0,71928012.0,0.566858533271634,0.1049737684830018,0.2589353567458792,0.0692323414994849,0.0,0.0,0,8,18,8,9,113.0,1,1,18.90070237851816,18.857174406888458
103841907,1935.0,17.79088389766549,6498940.0,532700.0,1065400.0,391274,142000,3.6,-5.8,205689.0,1801050,115.0,8488314.0,44781686.0,0.7656337878169917,0.0627568678538517,0.1255137357077035,0.0460956086214529,0.0,0.0,0,8,2,1,9,88.0,1,1,18.893471266198517,1935.0,17.79088389766549,6498940.0,532700.0,1065400.0,391274,142000,3.6,-5.8,205689.0,1801050,115.0,8488314.0,44781686.0,0.7656337878169917,0.0627568678538517,0.1255137357077035,0.0460956086214529,0.0,0.0,0,8,2,1,9,88.0,1,1,18.893471266198517,18.589951213598283
60310227,1922.0,18.02130706038944,5432994.0,1006110.0,2481738.0,410312,182000,0.0,0.0,63920.0,7500,84.0,9331154.0,57742846.0,0.5822424536129186,0.1078226765949849,0.2659626022676294,0.0439722675244669,0.0,0.0,0,8,19,1,9,101.0,1,1,18.87685782528493,1922.0,18.02130706038944,5432994.0,1006110.0,2481738.0,410312,182000,0.0,0.0,63920.0,7500,84.0,9331154.0,57742846.0,0.5822424536129186,0.1078226765949849,0.2659626022676294,0.0439722675244669,0.0,0.0,0,8,19,1,9,101.0,1,1,18.87685782528493,18.47682677887564
8590337,1927.0,16.84916467265628,2388895.0,207730.0,540098.0,849932,377000,0.0,0.0,663.0,500000,127.0,3986655.0,16786345.0,0.5992229074248963,0.0521063397760779,0.1354764834178026,0.2131942693812231,0.0,0.0,0,15,14,1,16,96.0,1,1,18.869624576574772,1927.0,16.84916467265628,2388895.0,207730.0,540098.0,849932,377000,0.0,0.0,663.0,500000,127.0,3986655.0,16786345.0,0.5992229074248963,0.0521063397760779,0.1354764834178026,0.2131942693812231,0.0,0.0,0,15,14,1,16,96.0,1,1,18.869624576574772,18.14983494996033
31342638,2000.0,17.727844455060616,4051259.0,750233.0,1850575.0,546700,242497,1.0,5.7,76572.0,0,9.0,7198767.0,42816779.0,0.5627712356852222,0.1042168749176074,0.2570683285068123,0.075943560890358,0.0,0.0,0,4,31,7,5,23.0,1,1,18.85797641018244,2000.0,17.727844455060616,4051259.0,750233.0,1850575.0,546700,242497,1.0,5.7,76572.0,0,9.0,7198767.0,42816779.0,0.5627712356852222,0.1042168749176074,0.2570683285068123,0.075943560890358,0.0,0.0,0,4,31,7,5,23.0,1,1,18.85797641018244,19.07936021525563
20775334,1886.0,18.36878728002543,11583046.0,949430.0,1898860.0,344256,152700,7.1,1.4,25567.0,0,44.0,14775592.0,80167408.0,0.7839310939284192,0.064256647043313,0.1285132940866261,0.0232989649416415,0.0,0.0,0,5,34,1,6,137.0,1,1,18.857247710337127,1886.0,18.36878728002543,11583046.0,949430.0,1898860.0,344256,152700,7.1,1.4,25567.0,0,44.0,14775592.0,80167408.0,0.7839310939284192,0.064256647043313,0.1285132940866261,0.0232989649416415,0.0,0.0,0,5,34,1,6,137.0,1,1,18.857247710337127,19.055719158895126
24182874,1940.0,16.958912598381676,3349885.0,301373.0,5795650.0,338169,150000,0.0,0.0,2638.0,0,46.0,9785077.0,13397523.0,0.3423463095895924,0.0307992466487489,0.5922947770365016,0.0345596667251571,0.0,0.0,0,15,12,1,16,83.0,1,1,18.857166442080427,1940.0,16.958912598381676,3349885.0,301373.0,5795650.0,338169,150000,0.0,0.0,2638.0,0,46.0,9785077.0,13397523.0,0.3423463095895924,0.0307992466487489,0.5922947770365016,0.0345596667251571,0.0,0.0,0,15,12,1,16,83.0,1,1,18.857166442080427,19.055719158895126
18633856,1969.0,16.58170393601625,1939556.0,158980.0,317960.0,338169,150000,0.0,0.0,400.0,2271600,79.0,2754665.0,13143335.0,0.7040986835059798,0.0577130068447524,0.1154260136895048,0.1227622959597628,1.0,0.0,0,23,1,1,1,54.0,1,1,18.840546426110517,1969.0,16.58170393601625,1939556.0,158980.0,317960.0,338169,150000,0.0,0.0,400.0,2271600,79.0,2754665.0,13143335.0,0.7040986835059798,0.0577130068447524,0.1154260136895048,0.1227622959597628,1.0,0.0,0,23,1,1,1,54.0,1,1,18.840546426110517,19.037306225181055
18579882,1911.0,17.918699245360198,7929823.0,605330.0,2118655.0,586160,260000,0.0,-4.2,2298.0,0,54.0,11239968.0,49293032.0,0.705502275451318,0.0538551355306349,0.1884929743572223,0.0521496146608246,0.0,0.0,0,2,6,1,23,112.0,1,1,18.836777044089295,1911.0,17.918699245360198,7929823.0,605330.0,2118655.0,586160,260000,0.0,-4.2,2298.0,0,54.0,11239968.0,49293032.0,0.705502275451318,0.0538551355306349,0.1884929743572223,0.0521496146608246,0.0,0.0,0,2,6,1,23,112.0,1,1,18.836777044089295,18.79830910663183
2245058,1973.0,17.87249935094366,7051600.0,578000.0,1156000.0,436465,167000,0.0,1.9,229370.0,0,68.0,9222065.0,48577935.0,0.7646443611056742,0.0626757673037437,0.1253515346074875,0.0473283369830943,0.0,1.0,0,8,17,1,9,50.0,1,1,18.836152698582342,1973.0,17.87249935094366,7051600.0,578000.0,1156000.0,436465,167000,0.0,1.9,229370.0,0,68.0,9222065.0,48577935.0,0.7646443611056742,0.0626757673037437,0.1253515346074875,0.0473283369830943,0.0,1.0,0,8,17,1,9,50.0,1,1,18.836152698582342,18.554739357118777
345275896,1899.0,17.14000416539437,2250578.0,416773.0,1028042.0,162514,114000,10.7,9.0,754552.0,0,21.0,3857907.0,23927017.0,0.5833676135790729,0.1080308571461157,0.2664766154290396,0.0421249138457718,0.0,1.0,0,2,9,1,23,124.0,1,1,18.83486944276861,1899.0,17.14000416539437,2250578.0,416773.0,1028042.0,162514,114000,10.7,9.0,754552.0,0,21.0,3857907.0,23927017.0,0.5833676135790729,0.1080308571461157,0.2664766154290396,0.0421249138457718,0.0,1.0,0,2,9,1,23,124.0,1,1,18.83486944276861,18.378291792537407
9438760,1925.0,17.90025924334031,4813587.0,891405.0,2198799.0,245961,109100,0.0,0.0,82181.0,0,41.0,8149752.0,51277248.0,0.5906421446934828,0.1093781749432375,0.2697994981933193,0.0301801821699605,0.0,0.0,0,8,9,1,9,98.0,1,1,18.81981048602132,1925.0,17.90025924334031,4813587.0,891405.0,2198799.0,245961,109100,0.0,0.0,82181.0,0,41.0,8149752.0,51277248.0,0.5906421446934828,0.1093781749432375,0.2697994981933193,0.0301801821699605,0.0,0.0,0,8,9,1,9,98.0,1,1,18.81981048602132,18.526001485621233
430983,1909.0,15.877513553205512,605350.0,78617.0,369499.0,348099,127000,12.3,27.0,163090.0,0,41.0,1401565.0,6460135.0,0.4319100434157531,0.0560922968253345,0.2636331529397495,0.2483645068191628,0.0,0.0,0,2,6,1,23,114.0,1,1,18.81638648488273,1909.0,15.877513553205512,605350.0,78617.0,369499.0,348099,127000,12.3,27.0,163090.0,0,41.0,1401565.0,6460135.0,0.4319100434157531,0.0560922968253345,0.2636331529397495,0.2483645068191628,0.0,0.0,0,2,6,1,23,114.0,1,1,18.81638648488273,18.526001485621233
16859276,2000.0,17.3890636687805,4348447.0,356430.0,712860.0,156459,69400,0.0,0.0,38829.0,0,17.0,5574196.0,30068815.0,0.7801029960195156,0.06394285382143,0.12788570764286,0.0280684425161942,0.0,0.0,0,8,8,2,9,23.0,1,1,18.8025233120533,2000.0,17.3890636687805,4348447.0,356430.0,712860.0,156459,69400,0.0,0.0,38829.0,0,17.0,5574196.0,30068815.0,0.7801029960195156,0.06394285382143,0.12788570764286,0.0280684425161942,0.0,0.0,0,8,8,2,9,23.0,1,1,18.8025233120533,18.860349303290143
65536388,1972.0,17.221303596732312,3948102.0,301381.0,1115112.0,247535,109798,0.0,0.0,4334.0,0,33.0,5612130.0,24526056.0,0.7034943951761631,0.0537017139659986,0.1986967515007671,0.0441071393570712,0.0,0.0,0,1,13,1,24,51.0,1,1,18.801238558851747,1972.0,17.221303596732312,3948102.0,301381.0,1115112.0,247535,109798,0.0,0.0,4334.0,0,33.0,5612130.0,24526056.0,0.7034943951761631,0.0537017139659986,0.1986967515007671,0.0441071393570712,0.0,0.0,0,1,13,1,24,51.0,1,1,18.801238558851747,18.678350870182086
63243962,1863.0,17.001201856791123,1886352.0,181380.0,1305936.0,173593,77000,0.0,0.0,1194.0,0,40.0,3547261.0,20636739.0,0.5317770527739571,0.0511324089205728,0.3681533442281242,0.0489371940773458,0.0,0.0,0,9,7,1,10,160.0,1,1,18.79639510745186,1863.0,17.001201856791123,1886352.0,181380.0,1305936.0,173593,77000,0.0,0.0,1194.0,0,40.0,3547261.0,20636739.0,0.5317770527739571,0.0511324089205728,0.3681533442281242,0.0489371940773458,0.0,0.0,0,9,7,1,10,160.0,1,1,18.79639510745186,18.900486545750816
30048670,1969.0,17.52908264905885,3321000.0,615000.0,1517000.0,99789,70000,1.6,-0.7,228626.0,0,12.0,5552789.0,35447211.0,0.5980778307981809,0.1107551538515149,0.2731960461670702,0.0179709691832338,0.0,1.0,0,23,10,1,1,54.0,1,1,18.782258047850146,1969.0,17.52908264905885,3321000.0,615000.0,1517000.0,99789,70000,1.6,-0.7,228626.0,0,12.0,5552789.0,35447211.0,0.5980778307981809,0.1107551538515149,0.2731960461670702,0.0179709691832338,0.0,1.0,0,23,10,1,1,54.0,1,1,18.782258047850146,18.7522056579865
297664519,1950.0,15.363019022666958,679113.0,61096.0,1174936.0,109691,69475,20.7,42.7,23543.0,0,15.0,2024836.0,2674909.0,0.3353916070239762,0.0301733078629577,0.5802623027247639,0.054172782388302,0.0,1.0,0,15,9,1,16,73.0,2,1,18.776138268237617,1950.0,15.363019022666958,679113.0,61096.0,1174936.0,109691,69475,20.7,42.7,23543.0,0,15.0,2024836.0,2674909.0,0.3353916070239762,0.0301733078629577,0.5802623027247639,0.054172782388302,0.0,1.0,0,15,9,1,16,73.0,2,1,18.776138268237617,18.69690746604407
